question_id,lang,text
593f749c-1f90-53e3-85fd-28938798c283,en,No over-/misuse of veterinary medicine: Farming practices that do not administer drugs to animals in excess or without a clear medical need as a form of disease prevention.
f451af17-67ee-5376-bb34-24e3a947b09e,en,Minimal transport routes: Farming practices that transport animals only over the shortest possible distances.
25d878a3-5bb4-561f-8085-c2094b06741a,en,"Distress-reduced slaughtering: Farming practices that slaughter animals in a way that reduces fear and pain (e.g., with the proper use of anesthesia)."
055ea8e2-57c9-5fa1-97ed-a6440270bc2b,en,"Cognitive care: Farming practices that provide animals with cognitive stimulation to avoid boredom and underchallenge (e.g., chew toys)."
c7e098ca-a947-5d49-8047-9fda760baaa1,en,"No animal labor exploitation: Farming practices that do not use animals as a labor force to carry out specific tasks (e.g., monkeys kept on chains for harvesting coconuts)."
9d6a72f2-31f4-5b33-a6bb-57de39bfbe98,en,"Inclusion and equality at work: Fair treatment of workers in the food sector based on factors like gender, heritage, age, or disability."
e4ee07e4-ba89-56cb-849d-85b1f6e773e8,en,"Health and safety at work: Protection of workers in the food sector from physical harm (e.g., pesticide exposure, extreme weather conditions or radition)."
e9f52320-ae2c-51bd-8735-febb0a67c76e,en,"Transparent working conditions: Disclosure of working conditions in the food sector such as pay, working hours, and responsibilities before contract signing."
ffb879e9-1674-5f65-b49a-97a364c96ff7,en,"Fair wages: Fair compensation of workers (e.g., seasonal workers) in the food sector for their labor."
0995693a-b5d8-5598-8c68-0d4b36f202bd,en,Fair income: Fair compensation of farmers and other self-employed individuals in the food sector for their labor.
efd267d0-3c2c-5bb5-9b07-d10fb517c736,en,Compatibility of work and personal life: An employment approach that ensures workers in the food sector can balance their work as well as their leisure time.
434a1b35-f100-5012-885e-cd0830f0a8c4,en,Union rights: A labor right that allows workers in the food sector to form and join unions in order to collectively negotiate for better working conditions and wages.
fb27bacc-5bbe-5dfc-b5b6-39112f09be6e,en,Health care coverage: Provision of medical insurance to enhance health and wellbeing of workers in the food sector (especially in countries that do not have mandatory insurance practices).
ff141150-9b35-559a-9cd9-30c3126f3ca8,en,"Avoidance of corporate malpractice: avoidance of unethical corporate activities in the food sector, such as misleading advertisement."
0182e0ef-c981-5d86-bdc5-9f663425c2ac,en,"Fair housing: The provision of decent housing arrangement for workers in the food sector who are accommodated on the premises of their employers, such as e.g., seasonal farm workers."
537b177f-5236-5f1e-b308-e76352b1403f,en,Affordability of foods: Food prices that are accessible for most consumers and do not severely strain their budget.
f4b33224-fcc2-5326-81eb-37ae9d81d7ce,en,"Regional economic prosperity: The extent to which food production contributes to the economic development of a specific region, such as by the preservation or creation of jobs."
8716c708-7106-5317-998e-e818a354a951,en,"Food security: The economic ability of regional food systems to withstand crises (e.g., pandemics, wars or natural catastrophes) and to continuously supply people with foods."
